well_number,well_position,cycle_number,POOL_T80K_1,POOL_T80K_2,POOL_T80K_3,POOL_T80K_4,POOL_T80K_5,POOL_T80K_6,POOL_T80K_7,POOL_T80K_8,POOL_T80K_9,POOL_T80K_10,POOL_WT_1,Non-targeting,Untransduced_WT,Untransduced_T80K
72,F12,6,214428.3,232899.56,230121.12,213152.48,217959.6,218350.94,213239.47,203210.78,208964.23,212310.42,251187.02,300259.2,265119.5,#N/A
73,G1,6,303518.78,319686.2,300790.12,309067.22,323669.75,309145.25,331078.3,290075.75,294122.5,277466.3,341427.5,420872.2,345639.03,296551.03
74,G2,6,266986.03,285478.72,281885.9,279786.3,287312.38,279577.94,287112.38,260034.23,262377.47,257889.2,314209.84,354297.1,342531.03,263227.44
75,G3,6,252159.12,268508.94,267186.84,269717.16,286865.7,269295.8,262394.84,250800.61,246276.69,249253.81,327596.56,318979.34,518320.72,243015.48
76,G4,6,236919.23,251700.02,248952.05,251782.36,247725.11,253908.97,243285.94,236049.14,234182.44,238832.97,296758.3,278419.44,348671.72,229797.69
77,G5,6,224236.48,241337.88,230576.64,238983.64,234677.14,229566.11,231447.75,224062.23,227391.78,218568.69,266701.53,290556.34,312090.7,213770.4
78,G6,6,277047.1,241721.02,236595.86,232610.25,235678.23,228291.4,217393.98,212703.77,224504.25,215608.19,285301.7,303350.53,330349.25,#N/A
79,G7,6,203373.62,217215.36,210893.53,209005.02,206627.38,200033.53,222045.53,193769.77,206137.06,201671.33,206503.47,287121.4,284104.66,#N/A
80,G8,6,217520.4,240263.1,233431.27,228245.3,228299.81,219307.05,224730.02,215210.36,221577.17,218486.92,319966.8,263325.75,306230.44,#N/A
81,G9,6,217300.69,230852.67,219119.94,221329.66,223005.4,218377.39,223370.27,211587.86,211989.78,207047.27,248120.06,231396.53,289748.7,#N/A
82,G10,6,222172.7,235002.73,230392.14,230148.73,231743.77,219641.11,225153.95,210976.53,216073.58,206322.16,261206.53,261845.66,271381.56,#N/A
83,G11,6,216314.19,230512.58,226034.7,220021.4,225598.8,212109.5,220172.39,207636.33,205336.45,203749.25,300838.47,277090.3,322346.16,#N/A
84,G12,6,228390.88,240282.08,234139.83,221709.38,223457.27,230858.53,230479.44,213753.55,218346.53,218222.34,291409.25,273522.97,300807.22,#N/A
85,H1,6,305286.94,322876.2,322323.4,326387.1,332133.9,315147.72,322840.66,296455.34,303155.2,277502.5,339147.3,413838.88,347561.84,297782.2
86,H2,6,273116.25,291016.44,293660.72,284569.56,291335.1,279101.22,287764.56,260013.61,270729.44,256806.27,302922.47,350690.44,332011.1,258937.45
87,H3,6,268849.4,277865.38,274062.62,273759.12,274042.56,277756.97,274587.3,265793.62,263685.3,254063.94,300039.62,353959.84,364443.9,258066.22
88,H4,6,250790.47,263184.56,258685.88,254638.14,257110.33,272829.1,258881.11,251416.88,305391.1,248911.17,324759.1,326052.72,385095.22,239534.33
89,H5,6,235606.3,244888.08,241333.47,244307.05,243744.69,240432.44,247083.3,226133.72,237721.19,234051.78,296946.72,291756.84,310845.56,227995.39
90,H6,6,243293.8,255783.31,249498.67,256061.52,249224.31,248307.73,304865.4,235135.12,248839.58,245836.53,308274.62,293560.4,287846.12,#N/A
91,H7,6,225428.83,240647.2,234108.16,233064.1,231974.5,231789.73,233091.34,216698,233329.33,228455.81,233999.67,383001.06,268395.06,#N/A
92,H8,6,245095.72,261680.73,255600.48,251436.16,249845.53,249977.3,252138.27,240263.02,245651.8,288447.12,242948.84,330524.2,343666.4,#N/A
93,H9,6,322474.03,243460.52,234168.03,234910.69,230822.47,232307.16,234231.95,221328.02,229554.5,219761.36,293791.06,325359.7,292392.28,#N/A
94,H10,6,248221.81,258726.48,253550.72,250647.5,247472.27,245399.98,247375.88,236458.9,240552.95,230821.73,272394.78,328862.2,308273.1,#N/A
95,H11,6,234227.5,253126.94,237619.78,235960.14,245813.94,269937.66,240481.02,227009.19,228750.12,219304.8,251221.17,256119.14,299585.28,#N/A
96,H12,6,223110.11,244244.4,236677.9,230960,243858.39,231856.67,232719.12,227993.84,227117.14,222603.5,250186.67,296276.5,283661.34,#N/A
1,A1,7,328225.6,345824.9,344810.62,338670.8,347522.06,424231.9,383116.5,314196.75,311671.44,282652.4,361894.97,442834.34,404692.84,#N/A
2,A2,7,300698.62,317168.16,315830.28,310195.44,328641.78,300836.6,310676,279084.16,294114.72,275278.88,349654.53,368881.72,317575.25,#N/A
3,A3,7,290988.2,318331.53,294639.2,297408.9,299879.5,296231.8,300719.28,270743.06,277768.88,263687.1,417755.38,461650.1,328302.56,#N/A
4,A4,7,279904.03,285711.72,284986.1,283899.22,286927.94,287221.53,288297.44,267775.62,267530.5,259957.2,372014.4,414301.75,382546.9,#N/A
5,A5,7,259430.67,271040.4,265355.78,265267.9,270108.75,274313.78,274560.5,257612.33,254024.27,252797,317022.34,327635.8,327907.88,#N/A
6,A6,7,223159.25,235452.84,231082.06,223696.86,233508.44,228150.22,235141.03,213968.5,222031.34,220859.39,379562.6,326379.03,236272.66,#N/A
7,A7,7,239579.97,250527.03,243303.53,242169.06,248795.77,242553.94,250016.06,235897.05,236435.81,242237.17,320622.8,386726.66,328010.1,#N/A
8,A8,7,256087.73,262907.56,260366.11,252765.67,258059.44,251873.67,257426.97,248172.7,247026,256952.75,371827.8,287531.94,363481.34,#N/A
9,A9,7,256131.9,265635.9,260089.53,259285.58,254756.16,258368.25,258592.03,248372.16,245151.62,247921.25,373968.44,313805.5,261688.05,#N/A
10,A10,7,261120.84,284841.62,264242.12,269080.62,268755.88,271518,264833.6,255611.83,249950.19,258782.12,344393.66,265169.06,389210.2,#N/A
11,A11,7,245366.52,261581.11,242357.02,247885.8,249744.61,249654.8,246572.03,240936.27,236156.58,243780.14,251651.2,350343.5,277212.38,#N/A
12,A12,7,232204.34,245073.03,248440.48,231482.1,233856.64,243588.2,231671.47,215448.84,225850.94,227676.88,241017.47,263157.5,367194.75,#N/A
13,B1,7,309931.6,329305.84,321728.2,332727.78,329974.03,320553.38,327038.16,292266.47,310375.8,286100.38,325128.34,364231.78,448831.88,#N/A
14,B2,7,265661.12,296112.88,285959.16,286294.56,275268.5,286216.2,281417.1,253784.72,254616.23,243159,276267.66,349630.5,281625.28,#N/A
15,B3,7,258708.53,274560.8,270510.94,266045.12,264674.8,264318.22,260910.27,246544.72,249697.3,257961.81,333279.88,372498.9,322969.25,#N/A
16,B4,7,246913.94,258783.88,251604.73,248101.61,252682.14,281553.6,312402.53,240776.06,240011.11,248998.02,357145.3,257833.31,258057.3,#N/A
17,B5,7,230409.47,245932.78,247130.58,235470.06,240338.28,243113.28,241883.39,226922.27,234332.58,240021.7,320379.97,273811.12,272303.5,#N/A
18,B6,7,229638.83,237560.3,240489.22,251304.27,243731,226280.28,245644.78,223858.9,229369.16,223735.64,305334.9,619998.1,287234.25,#N/A
19,B7,7,222738.42,230827.23,228003.95,226821.97,229509.34,226430.42,204582.42,212531.8,218173.97,225399.62,309745.72,225961.25,428573.53,#N/A
20,B8,7,216821.88,238703.67,238687.61,236462.94,234395.12,241870.58,232409.05,224407.1,224369.98,222816.38,272304.94,326194.88,302445.5,#N/A
21,B9,7,221828.06,243256.84,232946.6,229404.75,226899.84,231910.2,229726.86,220433.48,216699.72,284469.66,257711.58,227877.75,368074.47,#N/A
22,B10,7,235214.47,247142.44,238295.67,233371.03,235398.45,235687.75,235687.23,223199.03,217968.05,225535.8,288327.03,289111.56,326336.06,#N/A
23,B11,7,236163.53,247930.95,265833.66,239145.92,240803.64,235319.06,243481.52,219564.28,222621.66,224251,245453.55,287962.75,381986.94,#N/A
24,B12,7,234438.66,240355.31,243329.64,231388.73,230383.19,245854.56,228854.45,213637.55,223364.2,232987.03,295545.78,379928.25,331704.28,#N/A
25,C1,7,314152.47,326909.3,319519.22,328655.3,336662.88,311855.34,328025.2,296522.4,298678.75,277400.94,330791.7,375650.56,414156.2,304609.28
26,C2,7,220749.16,284109.38,276952.56,284405.7,285031.6,281136.9,281576.12,255409.05,237010.36,266817.6,273801.22,322716.34,296962.72,255180.39
27,C3,7,242581.14,254717.25,250161.42,254322.45,253237.38,250508.52,251448.28,231780.58,242715.73,238239.67,369703.16,335804.5,381217.4,233895.53
28,C4,7,220002.53,244659.2,241760.42,237877.45,245876.38,318444.78,246493.16,229962.23,222374.64,235114.34,330146,314019.47,324144.03,218585.52
29,C5,7,235138.1,242884.02,238557.45,234036.05,238760.78,235291.58,241311.34,222568.64,250758.22,236628.62,351187.1,263723.97,265398.3,219310.88
30,C6,7,215771.38,233662.42,272053.38,220292.83,226057.98,230847.67,229505.45,214624.61,217162.23,228296.4,250505.45,221702.31,325314.9,#N/A
31,C7,7,221515.78,229719.16,237334,223855,220740.05,215237.86,223501.95,212109.66,216857.19,214181.45,376252.12,247760.05,367645.16,#N/A
32,C8,7,221228.84,237133.03,220054.05,219393.28,226402.4,218872.66,226177.95,211103.69,212675.25,223915.3,323027.1,303757.1,304651.72,#N/A
33,C9,7,202450.23,217680.16,211412.16,208248.69,208466.53,204983.52,209766.83,214793.14,196801.23,202954.58,242839.67,208240.25,306718.88,#N/A
34,C10,7,290252.4,309687.88,302330.38,299123,299845.84,297422.1,298525.8,357991.94,397026.7,265984.62,333985.6,374300.88,410205.7,#N/A
35,C11,7,228811.03,240046.9,231971.52,226566.16,227158.75,224447.83,230436.17,214867.6,219016.78,218807.94,263092.34,260430.72,362295.6,#N/A
36,C12,7,227584.81,228017.78,237127.72,226234.84,228028.39,235306.66,229946.03,209579.12,217477.6,218576.47,265508.38,301424.84,269736.28,#N/A
37,D1,7,320953.22,337979.44,330164.66,345563.3,344095.03,388142.88,334760.3,301987.47,301280.7,285644.38,387199.75,376366.97,379951.88,309448.7
38,D2,7,278428.38,292796.44,283901.84,286119.25,292481.03,280419.56,290520.53,259782.47,263372,263900.3,328567.2,385533.38,306808.9,260792.72
39,D3,7,249082.27,262605.4,254365.6,252447.33,254523.06,255310.62,255856.06,238963.7,243334,233626.27,433857.38,313507.72,334788.94,226253.31
40,D4,7,240389.81,256630.47,251562.52,250359.72,252537.95,361682.22,248721.05,228901.1,246594.05,233748.02,346635.53,395255.38,334212.2,225409.08
41,D5,7,225647.52,239289.14,236536.06,233306.83,277877.4,231704.47,238872.5,222384.38,225717.28,226374.94,347967.06,268815.66,402952.28,207213.25
42,D6,7,229228.75,246816.56,234463.25,228177.31,234821,235426.86,235943.08,225069.9,226902.7,228851.92,334979.22,306842.16,236543.1,#N/A
43,D7,7,223485.52,235853.98,224933.39,228097.33,225711.36,226596.03,228552.14,215783.33,216238.28,223965.92,476911.56,234658.06,329812.4,#N/A
44,D8,7,239843.34,227120.16,218864.92,214298.95,256762,218948.4,224544.52,214289.78,205676.55,215982.02,310803.12,274484.53,345624.1,#N/A
45,D9,7,204354.39,217215.62,215126.58,210644.28,210559.89,214494.69,210683.89,202710.44,199971.44,204886.36,238535.73,288777.28,427744.88,#N/A
46,D10,7,218088.84,230867.42,221517.67,218923.25,223167.98,218381.88,220033.3,210141.19,206807.12,241702.34,231239.02,286992.97,273307.7,#N/A
47,D11,7,230383.72,233580.7,227496.47,221593.2,221180.52,223576.19,219167.9,212266.88,214184.75,208610.9,223217.66,255730.75,448208.97,#N/A
48,D12,7,239879.38,242473.95,240286.75,227988.36,228911.7,227605.9,229005.61,219749.78,222213.94,227287.03,348846.97,354760.94,292811.94,#N/A
49,E1,7,322433.4,342407.16,335330.53,337579.62,344936.78,332829.44,347959.66,320774.2,309431.16,374827.56,479332.28,388225.6,422342.75,308346.03
50,E2,7,273957.06,344238.3,326277.66,283355.66,283414.12,353855.38,284782.72,259355.22,260884.27,260984.5,326383.62,418329.22,297287.34,262429.78
51,E3,7,244005.7,254839.6,251607.06,253979.2,248840.84,265958.72,251559.78,240356.64,232884.98,294360.2,346449.56,408449.47,314446.34,228457.25
52,E4,7,274050,289737.5,282634.4,284701.03,282400.25,283473.4,281221.16,266829.53,269011.7,267695.66,414237.12,347471.53,479373.1,245257.77
53,E5,7,286342.25,299953.16,309624.5,301801.75,303102.78,303058.94,301035.16,294070,295118.22,295086.03,296524.97,298394.66,477701.22,274644.16
54,E6,7,217896.9,229523.4,222995.72,220083.72,223857.14,223650.75,225702.06,214120.67,281579.8,214017.7,291896,319239.4,291913.4,#N/A
55,E7,7,218999.2,234100.48,229248.9,230147.86,225073.56,231561.62,227725.08,222783.98,220897.55,226887.58,233402.3,225676.42,329912.16,#N/A
56,E8,7,214464.88,224395.92,221912.3,220492.73,217345.42,219585.58,229678.03,213129.27,208936.05,216400.16,217489.98,424223.53,259864.6,#N/A
57,E9,7,293370.97,221617.81,213397.5,211228.88,211434.52,209520.03,211234.33,200410.2,203998.42,199830.92,303149.12,300543.03,247144.89,#N/A
58,E10,7,219169.73,235998.58,225804.11,226573.94,226365.34,225985.16,224662.34,214123.08,210621.53,216862.27,220156.2,298760.6,265884.9,#N/A
59,E11,7,227340.61,275816.88,233705.11,227010.34,226843.73,227914.45,223292.94,204125.25,220662.83,216427.12,222661.14,336620.84,325127.3,#N/A
60,E12,7,222998.45,237412.2,231435.8,235222.19,232290.05,232992.55,224296.72,216716.4,222177.94,216552.83,291282.53,307157.66,308923.03,#N/A
61,F1,7,325992.06,348814.6,358899.03,341866.1,350303.2,340254.1,352554.25,316472.88,307481.9,304488.12,387556.2,583731.7,438904.53,314196.9
62,F2,7,275704.5,293941.62,286387.94,284546.4,294943.03,284447.25,360780.12,264074.7,265072.75,275507.88,374862.44,348321.6,320973.7,265061.2
63,F3,7,247905.58,260788.61,259504.73,253938.33,251658.19,253650.47,292052.34,273563.38,240920,246011.94,256774.62,376891.94,365782.97,234618.45
64,F4,7,251195.02,268064.2,258065.61,253523.88,256202.94,254637.86,321105.53,244252.78,293770.03,254143.19,256769.53,395611.66,374572.56,239403.83
65,F5,7,210275.08,230109.8,223333.34,215565.6,218477.08,217127.05,219371.58,204251.14,216313.1,210358.64,339912.25,246406.05,304760.7,201180.67
66,F6,7,223709.62,236549.83,228849.48,225304.03,229338.31,225632.83,233331.11,220918.06,215264.2,221000.1,291390.03,380918.38,305245.47,#N/A
67,F7,7,213133.05,231667.25,224740.77,223332.12,219590.12,221347.81,226263.47,211243.39,217504.28,215392.53,349714.4,244317.89,380204.12,#N/A
68,F8,7,208004.73,236375.95,228380.25,223691.03,225740,210186.58,227734.97,206833.7,220452.69,208783.7,281050.78,252224.58,292598.2,#N/A
69,F9,7,209097.7,238415.33,352888.97,220444.56,226822.53,223681.88,223362.08,211050.56,215007.34,211486,246921.4,272169.9,262723.94,#N/A
70,F10,7,228664.75,235416.84,223515.28,210078.75,215695.14,208614.75,271374.7,198350.14,208392.66,199368.22,275421.97,286019.4,329480.62,#N/A
71,F11,7,191369.73,229696.23,225310,212767.94,219387.33,210484.1,212811.36,198815.28,202323.2,199531.75,324456.28,252405.81,233981.52,#N/A
72,F12,7,215857.39,232854.39,229092.31,212391.11,218368.08,218436.31,213525.52,204756.02,208537.64,214371.23,259788.31,325163.38,275234.7,#N/A
73,G1,7,304527.75,320502.47,301026.78,309942.62,324878.28,309993.78,332581.72,291594.47,293280.6,278577.25,352511.22,458705.6,356353.1,296459.8
74,G2,7,267495,285101.78,282735.3,279594.2,288064.9,280406.16,287241.7,261275.3,263206.7,259434.45,326620.16,381927.6,360963.28,263357.12
75,G3,7,252493.78,268353.94,268446.62,269906.5,295541.97,269931.4,263681.9,251102.81,247209.94,249855.33,346116.28,340292.4,591900,243903.72
76,G4,7,237512.92,251688.6,248844.45,252511.4,249730.31,254087.67,243646.1,236862.98,234796.88,241783.72,314684.44,290261.16,380189.84,230587.48
77,G5,7,225738.4,241261.86,231324.88,239346.77,235250.11,230385.2,232379.03,224596.89,227937.34,220527.08,276884.9,310917.62,338713.38,214539.72
78,G6,7,293099.1,241775.2,236351.7,232923.6,236947.39,229239.97,218223.55,213223.8,225054.34,217063.12,306094.9,327985.84,362409.9,#N/A
79,G7,7,204236.66,218010.42,211573.58,208970.28,208048.66,200862.03,223376.12,195093.3,206510.6,203594.95,206500.78,315943.6,307601.53,#N/A
80,G8,7,217519.03,240412.69,233663.72,228427.02,228780.42,220091.33,225888.89,215644.34,222565.98,219120.89,350663.22,276264.75,329484.22,#N/A
81,G9,7,218078.2,230812.27,219292.73,220808.52,223530.02,219164.4,223400.6,212112.23,212018.42,209139.36,258625.44,235838.7,312348.47,#N/A
82,G10,7,222271.22,234802.38,230593.19,230035.56,232694.38,220281.27,225616.58,211244.27,217049.45,208233.69,276940.03,275043.7,286042.25,#N/A
83,G11,7,216316.58,230043.62,225805.27,220718.33,225938.67,212753.64,220940.14,208395.88,205750.94,203952.2,328849.38,295873.97,357612.12,#N/A
84,G12,7,228974.19,240236.86,234077.8,221907.22,224482.02,230269.23,230694.3,213645.89,218194.72,219119.23,310951.72,288941.62,319720.94,#N/A
85,H1,7,307761.16,323196.1,324314.72,326368.47,332607.66,316214.3,323998.7,296945.28,303799.84,277855.06,348862.62,449350.28,356273.66,298459.84
86,H2,7,274446.1,291050.4,293669.34,285380.5,291416.84,279656.88,288792.5,260873.16,271776.6,257623.73,310603.56,374325.06,345873.88,259077.34
87,H3,7,270938.53,278240.66,275200.28,275045.5,275716.2,277940.2,275222.8,267366.2,264956.5,255877.06,309547.78,381974.6,392712.47,259073.81
88,H4,7,251969.34,263638.5,258051.31,254639.61,258115.3,272970.47,260362.45,252612.94,324901.53,250727.16,343141.34,344094.84,422648.5,240211.61
89,H5,7,236338.73,245113.92,242293.62,244275.62,245132.6,240683.73,247619.67,226146.81,238570.84,235533.22,315152.62,306183.16,329648.34,229180.1
90,H6,7,244504.8,255574.36,249659.9,258835.16,250231.45,249241.48,320890.75,235996.23,249380.45,248211.36,327345.56,308630.38,299658.44,#N/A
91,H7,7,226328.03,239927.17,233883.86,233607.33,233016.19,232122.11,233492.1,217576.8,233526.31,230186.28,234366.08,428095.75,278069.6,#N/A
92,H8,7,246125.89,261417.45,256672.75,251541.25,250210.58,250500.67,252526.31,242506.27,246384.97,304343.62,244136,358966.3,366081.28,#N/A
93,H9,7,323176.25,243209.14,234129.98,234372.77,230670.73,232187.7,234771.03,222018.77,229924.88,220208.5,313868.5,356401.6,313861.94,#N/A
94,H10,7,249460.94,259749.17,254130.5,251227.61,247961.39,245632.28,247822.33,237990.05,241915.66,231402.6,282333.44,356183.25,325370.16,#N/A
95,H11,7,234546.84,252881.36,238132.02,235945,245001.66,280753.84,241204.34,228545.7,228042.23,219970.67,254312.42,258933.56,319002.1,#N/A
96,H12,7,223690.23,244113.23,236732.27,231137.39,244608.48,232734.12,234041.48,228698.1,229363.86,223337.66,258885.11,313479.62,295141.72,#N/A
1,A1,8,329489.9,346466.88,346350.53,338924.97,347849.28,448837.6,395386.4,315086.7,312167.3,284312.4,369148.47,474152.38,420203.88,#N/A
2,A2,8,301231.06,316786.75,316296.7,311254.6,328445.62,301435.2,311183.6,278892.8,293792.62,275967.78,362517.62,387540.12,317397.78,#N/A
3,A3,8,291979.88,318931.34,294733.97,298243.2,300156.53,297217.1,300866.6,271456.44,278157.78,266080.62,449783.5,506350.3,335477.6,#N/A
4,A4,8,280170.66,286241.66,285187.62,283945.44,286938.34,287494.75,289387.22,268376.56,268584.3,260891.77,394541.53,448948.62,410435.72,#N/A
5,A5,8,260450.14,271910.88,265590.3,266237.22,270429.94,274915.22,275015.4,259822.8,255779.73,253598.6,331961.84,343493.9,345373.12,#N/A
6,A6,8,223897.73,235965.34,231327.4,225425.34,233964.69,229709.7,235714.5,215540.78,223594.22,223539.66,420008.1,351202.38,237120.83,#N/A
7,A7,8,240146.69,251295.33,244835.42,243372.4,249400.75,243884.36,250514.22,237114.69,238435.12,243998.69,340579.75,423024.47,352088.12,#N/A
8,A8,8,256868.3,262891.62,260691.27,253559.2,258840.62,252126.45,258643.52,249829.56,249380.73,258834.2,402343.1,294483.47,393246.38,#N/A
9,A9,8,257427.8,266445.44,260414.66,259467.5,255053.08,260164.97,259509.17,250064.72,245579.53,249947.3,407070.94,329051.03,262949.3,#N/A
10,A10,8,262734.9,286233.1,264691.22,269358.06,269236.66,271473.9,265674.6,256507.72,249830.8,260988.2,364888.62,265522.5,422876.44,#N/A
11,A11,8,245562.22,262510.8,242590.97,249288.72,250950.61,249925.31,247193.28,242133.25,236543.23,246861.9,252130.33,375371.5,286736.4,#N/A
12,A12,8,232806.31,245963.2,249270.67,233748.14,234640.06,243945.38,232146.89,216522.44,226163.47,228190.45,242682.08,263897.22,398058.38,#N/A
13,B1,8,310856.25,329244,321662.75,332566.3,330898.44,320607.38,327218.44,292353.25,312220.56,286554.03,327321.44,377903.3,483420.94,#N/A
14,B2,8,267841.84,295754.9,286588,286235.53,275976.53,287059.94,281728.9,255827.7,255221.73,244797.44,276905.94,369420,284058.2,#N/A
15,B3,8,260257.48,275303.97,270686.44,266484.28,265564.06,265049.06,261043.42,248597.6,250737.03,260567.67,352787.03,400075.47,338126.6,#N/A
16,B4,8,247717.72,259141.6,252132.5,248480.88,253489.38,291478.38,328488.47,242235.12,240470.3,250599.08,386813.75,258876.77,259189.75,#N/A
17,B5,8,231430.05,246595.05,248451.16,235509.55,241414.78,244175.38,242093.72,229576.47,236448.11,241651.95,342732.03,284303.53,282623.56,#N/A
18,B6,8,231240.36,237260.81,241894.61,257685.19,244519.08,226640.36,247149.22,225801.77,230409.81,225668.08,324350.47,697137.44,302586.2,#N/A
19,B7,8,223749.58,231181.83,229107.8,227974.48,230957.33,227479.73,204561.05,213878.16,220319.61,227367.56,332092.44,227965.42,478724.47,#N/A
20,B8,8,217729.98,239519.84,239695.81,236708.97,234762.73,241622.6,233585.84,227824.77,226481.22,224597.28,281261.94,351425.38,325543.66,#N/A
21,B9,8,222448.38,243308.5,234102,230248.75,228752.55,231741.61,230089.94,221326.27,217753.25,302361.25,264770.75,229269.64,407821.03,#N/A
22,B10,8,235619.75,246783,238392.61,233267.83,235941.03,235942.67,236018.56,224170.42,218746.88,227295.02,303249.75,304486.38,350101.4,#N/A
23,B11,8,236507.73,248090.45,273117.53,239303.9,241092.62,236283.31,243467.61,220248.2,222775.61,226174.92,248659.7,301795.28,419741.28,#N/A
24,B12,8,235377.31,239909.06,243941.8,231598.73,230400.53,245699.44,229182.78,215032.73,223827.27,233764.36,310177.12,415414.88,352352.25,#N/A
25,C1,8,314321.66,326717.78,320078,329441.7,337447.5,313244.72,327967.22,296611.5,302530.2,277857.97,333521.4,393543.9,438692.53,306092.72
26,C2,8,222896.44,283995.34,277305.94,284353,285693,282145.4,282245.28,256585.56,238129.4,268014.03,274601.97,337480.38,302933.06,255610.02
27,C3,8,243033.64,254093.31,249734.48,254968.47,254375.92,250782.92,252177.12,232928.86,242584.34,240669.33,401514.72,359830.28,412849.25,233931.75
28,C4,8,220705.42,244354.81,242257.58,238048.73,246596.83,339933.12,247551.61,231523.2,223672.61,235942.33,350476.94,333174.56,344563.97,219338.7
